composer_name,composer_name-href,song_name,song_name-href,title,type,instrumentation,key,collection,rcm_grade,abrsm_grade,henle_grade
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Gigue No.2 in B Minor, WoO  4, No. 2","http://www.classicalmusicdb.com/musics/view/4552","Johannes Brahms:Gigue No.2 in B Minor, WoO  4, No. 2","null","- Piano Solo","B Minor","null","N/A","N/A","N/A"
"Kreutzer, Rodolphe","http://www.classicalmusicdb.com/composers/view/404","» Étude, No. 20","http://www.classicalmusicdb.com/musics/view/5409","Rodolphe Kreutzer:Étude, No. 20from Collection: 42 études ou caprices","Caprice","Violin Solo","null","42 études ou caprices","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Waltz No.05 in E Major, Op. 39, No. 5","http://www.classicalmusicdb.com/musics/view/4099","Johannes Brahms:Waltz No.05 in E Major, Op. 39, No. 5from Collection: 16 Waltzes, Op. 39","Waltz","null","E Major","16 Waltzes, Op. 39","N/A","N/A","N/A"
"Behrens, Jack","http://www.classicalmusicdb.com/composers/view/190","» New Year Waltz","http://www.classicalmusicdb.com/musics/view/1394","Jack Behrens:New Year Waltz","Waltz","- Piano Solo","null","null","Grade 8 Piano
 List D: Post-Romantic, 20th, and 21st-century Repertoire","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Es sass ein schneeweiss Vögelein, WoO  33, No. 45","http://www.classicalmusicdb.com/musics/view/4680","Johannes Brahms:Es sass ein schneeweiss Vögelein, WoO  33, No. 45","null","null","null","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Gang zur Liebsten (""Des Abends kann ich nicht schlafen geh'n""), WoO  38, No. 2","http://www.classicalmusicdb.com/musics/view/4741","Johannes Brahms:Gang zur Liebsten (""Des Abends kann ich nicht schlafen geh'n""), WoO  38, No. 2","null","Female Chorus","null","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Die beiden Königskinder (""Ach Elselein, liebes Elselein mein""), WoO  32, No. 15","http://www.classicalmusicdb.com/musics/view/4620","Johannes Brahms:Die beiden Königskinder (""Ach Elselein, liebes Elselein mein""), WoO  32, No. 15","Song","Voice & Piano","null","null","N/A","N/A","N/A"
"Heller, Stephen","http://www.classicalmusicdb.com/composers/view/54","» Con moto, scherzando, Op. 125, No. 7","http://www.classicalmusicdb.com/musics/view/301","Stephen Heller:Con moto, scherzando, Op. 125, No. 7","null","- Piano Solo","null","null","N/A","Grade 4 Piano
 List B","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Piano Concerto No. 1 in D Minor, Op. 15","http://www.classicalmusicdb.com/musics/view/546","Johannes Brahms:Piano Concerto No. 1 in D Minor, Op. 15","Concerto","Piano & Orchestra","D Minor","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Piano Concerto No. 15 in B♭ Major, KV  450, K.  450","http://www.classicalmusicdb.com/musics/view/3726","Wolfgang Amadeus Mozart:Piano Concerto No. 15 in B♭ Major, KV  450, K.  450","Concerto","Piano & Orchestra","B♭ Major","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Dite almeno, in che mancai in E♭ Major, KV  479, K.  479","http://www.classicalmusicdb.com/musics/view/3754","Wolfgang Amadeus Mozart:Dite almeno, in che mancai in E♭ Major, KV  479, K.  479","null","null","E♭ Major","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Church Sonata No. 6 in B♭ Major, KV  212, K.  212","http://www.classicalmusicdb.com/musics/view/3500","Wolfgang Amadeus Mozart:Church Sonata No. 6 in B♭ Major, KV  212, K.  212","Sonata","null","B♭ Major","null","N/A","N/A","N/A"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Violin Sonata No. 10 in G Major, Op. 96","http://www.classicalmusicdb.com/musics/view/2525","Ludwig van Beethoven:Violin Sonata No. 10 in G Major, Op. 96","Sonata","Violin & Piano","G Major","null","Grade 10 Violin* (partial)
 List B: Sonatas
 »  1st & 2nd movements","N/A","Level 6 (medium) Violin"
"Mendelssohn, Felix","http://www.classicalmusicdb.com/composers/view/11","» Prelude in B♭ Major, Op. 104a, No. 1","http://www.classicalmusicdb.com/musics/view/1053","Felix Mendelssohn:Prelude in B♭ Major, Op. 104a, No. 1from Collection: Three Preludes, Op. 104a","Prélude","- Piano Solo","B♭ Major","Three Preludes, Op. 104a","Grade 11 (ARCT Performance) Piano
 Concert Etudes","N/A","N/A"
"Bartók, Béla","http://www.classicalmusicdb.com/composers/view/18","» Bagatelle, Op. 6, No. 7, Allegretto molto capriccioso","http://www.classicalmusicdb.com/musics/view/1868","Béla Bartók:Bagatelle, Op. 6, No. 7, Allegretto molto capricciosofrom Collection: 14 Bagatelles, Op. 6","Bagatelle","- Piano Solo","null","14 Bagatelles, Op. 6","N/A","N/A","N/A"
"Murphy, Kelly-Marie","http://www.classicalmusicdb.com/composers/view/496","» Let Hands Speak","http://www.classicalmusicdb.com/musics/view/6088","Kelly-Marie Murphy:Let Hands Speak","null","- Piano Solo","null","null","Grade 12 (LRCM) Piano
 20th- and 21st-century Repertoire","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Piano Sonata No. 2 in F Major, K.  280, KV  189e","http://www.classicalmusicdb.com/musics/view/1551","Wolfgang Amadeus Mozart:Piano Sonata No. 2 in F Major, K.  280, KV  189e","Sonata","- Piano Solo","F Major","null","Grade 10 Piano* (partial)
 List B: Classical Repertoire
 »  1st & 2nd movements or 2nd & 3rd movements","N/A","N/A"
"MacDowell, Edward","http://www.classicalmusicdb.com/composers/view/65","» Impromptu, Op. 46, No. 11","http://www.classicalmusicdb.com/musics/view/1040","Edward MacDowell:Impromptu, Op. 46, No. 11from Collection: Zwölf Virtuosen-etüden (Twelve Virtuoso Studies), Op. 46","Étude","- Piano Solo","null","Zwölf Virtuosen-etüden (Twelve Virtuoso Studies), Op. 46","Grade 11 (ARCT Performance) Piano
 Concert Etudes","N/A","N/A"
"Khachaturian, Aram","http://www.classicalmusicdb.com/composers/view/128","» Masquerade","http://www.classicalmusicdb.com/musics/view/4920","Aram Khachaturian:Masquerade","Suite","null","null","null","N/A","N/A","N/A"
"Eötvös, Peter","http://www.classicalmusicdb.com/composers/view/336","» Senza sangue","http://www.classicalmusicdb.com/musics/view/4997","Peter Eötvös:Senza sangue","null","null","null","null","N/A","N/A","N/A"
"Mendelssohn, Felix","http://www.classicalmusicdb.com/composers/view/11","» Lieder ohne Worte in G Minor, Op. 19b, No. 6, Andante sostenuto (Venezianisches Gondellied (Venetian Boat Song))","http://www.classicalmusicdb.com/musics/view/1295","Felix Mendelssohn:Lieder ohne Worte in G Minor, Op. 19b, No. 6, Andante sostenuto (Venezianisches Gondellied (Venetian Boat Song))from Collection: Lieder ohne Worte (Songs Without Words) Book 1, Op. 19b","null","- Piano Solo","G Minor","Lieder ohne Worte (Songs Without Words) Book 1, Op. 19b","N/A","N/A","N/A"
"Vivaldi, Antonio","http://www.classicalmusicdb.com/composers/view/295","» L'estate (Summer) in G Minor, Op. 8, RV  315, No. 2","http://www.classicalmusicdb.com/musics/view/4854","Antonio Vivaldi:L'estate (Summer) in G Minor, Op. 8, RV  315, No. 2from Collection: The Four Seasons, Op. 8","Concerto","Voice & Orchestra","G Minor","The Four Seasons, Op. 8","N/A","N/A","N/A"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Violin Sonata No. 6 in A Major, Op. 30, No. 1","http://www.classicalmusicdb.com/musics/view/2528","Ludwig van Beethoven:Violin Sonata No. 6 in A Major, Op. 30, No. 1","Sonata","Violin & Piano","A Major","null","Grade 10 Violin* (partial)
 List B: Sonatas
 »  1st & 2nd movements","N/A","Level 5 (medium) Violin"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» String Quartet No.17  (""Hunt"") in B♭ Major, KV  458, K.  458","http://www.classicalmusicdb.com/musics/view/3736","Wolfgang Amadeus Mozart:String Quartet No.17  (""Hunt"") in B♭ Major, KV  458, K.  458","null","String Quartet","B♭ Major","null","N/A","N/A","N/A"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Erster Verlust (The First loss) in E Minor, Op. 68, No. 16","http://www.classicalmusicdb.com/musics/view/1349","Robert Schumann:Erster Verlust (The First loss) in E Minor, Op. 68, No. 16from Collection: Album für die Jugend (Album for the Young), Op. 68","null","- Piano Solo","E Minor","Album für die Jugend (Album for the Young), Op. 68","Grade 4 Piano
 List C: Romantic, 20th-, and 21st-century Repertoire","N/A","Level 3/4 (easy) Piano"
"Blachford, Frank","http://www.classicalmusicdb.com/composers/view/343","» Berceuse","http://www.classicalmusicdb.com/musics/view/5039","Frank Blachford:Berceuse","null","null","null","null","Preparatory Violin
 List A: Pieces in a Slower Tempo","N/A","N/A"
"Kenins, Talivaldis","http://www.classicalmusicdb.com/composers/view/197","» Bagatelle","http://www.classicalmusicdb.com/musics/view/1410","Talivaldis Kenins:Bagatelle","Bagatelle","- Piano Solo","null","null","Grade 8 Piano
 List D: Post-Romantic, 20th, and 21st-century Repertoire","N/A","N/A"
"Ireland, John","http://www.classicalmusicdb.com/composers/view/33","» The Scarlet Ceremonies, No. 3","http://www.classicalmusicdb.com/musics/view/798","John Ireland:The Scarlet Ceremonies, No. 3from Collection: Decorations","null","- Piano Solo","null","Decorations","N/A","N/A","N/A"
"Shostakovich, Dmitri","http://www.classicalmusicdb.com/composers/view/26","» Prelude and Fugue in D♭ Major, Op. 87, No. 15","http://www.classicalmusicdb.com/musics/view/942","Dmitri Shostakovich:Prelude and Fugue in D♭ Major, Op. 87, No. 15from Collection: 24 Preludes and Fugues, Op. 87","Prelude and Fugue","- Piano Solo","D♭ Major","24 Preludes and Fugues, Op. 87","Grade 11 (ARCT Performance) Piano
 List E: 20th- and 21st-century Repertoire","N/A","N/A"
"Method Book,","http://www.classicalmusicdb.com/composers/view/429","» Oom-Pa-Pa","http://www.classicalmusicdb.com/musics/view/5626","Method Book:Oom-Pa-Pafrom Collection: Alfred’s Basic Piano Library, Lesson Book 1B","null","- Piano Solo","null","Alfred’s Basic Piano Library, Lesson Book 1B","Preparatory A Piano
 Repertoire from Method Books","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Die kleine Spinnerin (""Was spinnst du?"") in C Major, KV  531, K.  531","http://www.classicalmusicdb.com/musics/view/3817","Wolfgang Amadeus Mozart:Die kleine Spinnerin (""Was spinnst du?"") in C Major, KV  531, K.  531","null","Voice & Piano","C Major","null","N/A","N/A","N/A"
"Gaviniès, Pierre","http://www.classicalmusicdb.com/composers/view/403","» Étude, No. 2","http://www.classicalmusicdb.com/musics/view/5366","Pierre Gaviniès:Étude, No. 2from Collection: 24 Études (Matinées)","Étude","Violin Solo","null","24 Études (Matinées)","Grade 10 Violin
 Etudes","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Minuet in C Major, KV  15f","http://www.classicalmusicdb.com/musics/view/3278","Wolfgang Amadeus Mozart:Minuet in C Major, KV  15f","Minuet","- Piano Solo","C Major","null","N/A","N/A","N/A"
"Beethoven, Ludwig van","http://www.classicalmusicdb.com/composers/view/6","» Bagatelle in C Major, Op. 33, No. 5, Allegro","http://www.classicalmusicdb.com/musics/view/142","Ludwig van Beethoven:Bagatelle in C Major, Op. 33, No. 5, Allegro from Collection: 7 Bagatelles, Op. 33","Bagatelle","- Piano Solo","C Major","7 Bagatelles, Op. 33","N/A","N/A","Level 6/7 (medium) Piano"
"MacDowell, Edward","http://www.classicalmusicdb.com/composers/view/65","» Scotch Poem, Op. 31, No. 2","http://www.classicalmusicdb.com/musics/view/1570","Edward MacDowell:Scotch Poem, Op. 31, No. 2","null","- Piano Solo","null","null","Grade 9 Piano
 List C: Romantic Repertoire","N/A","N/A"
"Stravinsky, Igor","http://www.classicalmusicdb.com/composers/view/110","» The Rite of Spring","http://www.classicalmusicdb.com/musics/view/4899","Igor Stravinsky:The Rite of Spring","Ballet","Orchestra","null","null","N/A","N/A","N/A"
"Rossini, Gioachino","http://www.classicalmusicdb.com/composers/view/297","» The Barber of Seville (The Futile Precaution)","http://www.classicalmusicdb.com/musics/view/4946","Gioachino Rossini:The Barber of Seville (The Futile Precaution)","Opera","null","null","null","N/A","N/A","N/A"
"Method Book,","http://www.classicalmusicdb.com/composers/view/429","» The Minstrel’s Song","http://www.classicalmusicdb.com/musics/view/5793","Method Book:The Minstrel’s Songfrom Collection: Bastien Piano Basics, Piano 3","null","- Piano Solo","null","Bastien Piano Basics, Piano 3","Preparatory B Piano
 Repertoire from Method Books","N/A","N/A"
"Schumann, Robert","http://www.classicalmusicdb.com/composers/view/13","» Violin Sonata in A Minor, Op. 105, No. 1","http://www.classicalmusicdb.com/musics/view/5268","Robert Schumann:Violin Sonata in A Minor, Op. 105, No. 1","Sonata","Violin & Piano","A Minor","null","Grade 10 Violin* (partial)
 List B: Sonatas
 »  1st & 2nd movements","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» March  (""Haffner"") in D Major, KV  249, K.  249","http://www.classicalmusicdb.com/musics/view/3529","Wolfgang Amadeus Mozart:March  (""Haffner"") in D Major, KV  249, K.  249","null","Orchestra","D Major","null","N/A","N/A","N/A"
"Brahms, Johannes","http://www.classicalmusicdb.com/composers/view/9","» Scheiden (""Ach Gott, wie weh tut Scheiden""), WoO  35, No. 1","http://www.classicalmusicdb.com/musics/view/4701","Johannes Brahms:Scheiden (""Ach Gott, wie weh tut Scheiden""), WoO  35, No. 1","null","Chorus","null","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Andante in C Major, KV  15n","http://www.classicalmusicdb.com/musics/view/3285","Wolfgang Amadeus Mozart:Andante in C Major, KV  15n","null","- Piano Solo","C Major","null","N/A","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Ode for St. Cecilia's Day, KV  592, K.  592","http://www.classicalmusicdb.com/musics/view/3898","Wolfgang Amadeus Mozart:Ode for St. Cecilia's Day, KV  592, K.  592","null","null","null","null","N/A","N/A","N/A"
"Szymanowski, Karol","http://www.classicalmusicdb.com/composers/view/179","» Mazurka, Op. 50, No. 17","http://www.classicalmusicdb.com/musics/view/2053","Karol Szymanowski:Mazurka, Op. 50, No. 17from Collection: 20 Mazurkas, Op. 50","Mazurka","- Piano Solo","null","20 Mazurkas, Op. 50","N/A","N/A","N/A"
"Szymanowski, Karol","http://www.classicalmusicdb.com/composers/view/179","» Mazurka, Op. 50, No. 10","http://www.classicalmusicdb.com/musics/view/2046","Karol Szymanowski:Mazurka, Op. 50, No. 10from Collection: 20 Mazurkas, Op. 50","Mazurka","- Piano Solo","null","20 Mazurkas, Op. 50","N/A","N/A","N/A"
"Liszt, Franz","http://www.classicalmusicdb.com/composers/view/3","» Aux cyprès de la Villa d'Este I: Thrénodie (To the Cypresses of the Villa d'Este I: Threnody), No. 2","http://www.classicalmusicdb.com/musics/view/665","Franz Liszt:Aux cyprès de la Villa d'Este I: Thrénodie (To the Cypresses of the Villa d'Este I: Threnody), No. 2from Collection: Années de pèlerinage (Years of Pilgrimage) 3: ""Troisième année (Third Year)"", S. 163","null","- Piano Solo","null","Années de pèlerinage (Years of Pilgrimage) 3: ""Troisième année (Third Year)"", S. 163","N/A","N/A","N/A"
"Saint-Saëns, Camille","http://www.classicalmusicdb.com/composers/view/167","» Havanaise, Op. 83","http://www.classicalmusicdb.com/musics/view/5561","Camille Saint-Saëns:Havanaise, Op. 83","null","null","null","null","Grade 11 (ARCT Performance) Violin
 List C: Concert Repertoire","N/A","N/A"
"Eckhardt-Gramatté, Sophie Carmen","http://www.classicalmusicdb.com/composers/view/172","» Caprice, No. 5","http://www.classicalmusicdb.com/musics/view/5590","Sophie Carmen Eckhardt-Gramatté:Caprice, No. 5from Collection: 10 Caprices","Caprice","Violin Solo","null","10 Caprices","Grade 11 (ARCT Performance) Violin
 List D: Unaccompanied Repertoire","N/A","N/A"
"Ravel, Maurice","http://www.classicalmusicdb.com/composers/view/165","» Valses nobles et sentimentales","http://www.classicalmusicdb.com/musics/view/917","Maurice Ravel:Valses nobles et sentimentales","null","- Piano Solo","null","null","Grade 11 (ARCT Performance) Piano
 List D: Post-Romantic and Early 20th-century Repertoire","N/A","N/A"
"Mozart, Wolfgang Amadeus","http://www.classicalmusicdb.com/composers/view/7","» Violin Sonata No. 8 in F Major, KV  13, K.  13","http://www.classicalmusicdb.com/musics/view/3270","Wolfgang Amadeus Mozart:Violin Sonata No. 8 in F Major, KV  13, K.  13","Sonata","Violin & Piano","F Major","null","N/A","N/A","N/A"
"Barber, Samuel","http://www.classicalmusicdb.com/composers/view/154","» Symphony No. 1, Op. 9 (Symphony in One Movement)","http://www.classicalmusicdb.com/musics/view/4935","Samuel Barber:Symphony No. 1, Op. 9 (Symphony in One Movement)","Symphony","Orchestra","null","null","N/A","N/A","N/A"
"Burgmüller, Johann Friedrich","http://www.classicalmusicdb.com/composers/view/207","» The Gypsies, Op. 109, No. 4","http://www.classicalmusicdb.com/musics/view/1521","Johann Friedrich Burgmüller:The Gypsies, Op. 109, No. 4from Collection: 18 Characteristic Studies, Op. 109","null","- Piano Solo","null","18 Characteristic Studies, Op. 109","Grade 8 Piano
 Etudes","N/A","N/A"
"Rachmaninoff, Sergei","http://www.classicalmusicdb.com/composers/view/16","» Prelude in G Minor, Op. 23, No. 5, Alla marcia","http://www.classicalmusicdb.com/musics/view/821","Sergei Rachmaninoff:Prelude in G Minor, Op. 23, No. 5, Alla marciafrom Collection: 10 Preludes, Op. 23","Prélude","- Piano Solo","G Minor","10 Preludes, Op. 23","Grade 11 (ARCT Performance) Piano
 List D: Post-Romantic and Early 20th-century Repertoire","N/A","N/A"
